The	O
frameshift	O
takes	O
place	O
at	O
the	O
slippery	O
sequence	O
with	O
the	O
two	O
ribosome	B-COMP
-	O
bound	O
tRNAs	O
slipping	O
back	O
simultaneously	O
by	O
one	O
nucleotide	O
from	O
the	O
zero	O
phase	O
(	O
U	O
UUA	O
AAC	O
)	O
to	O
the	O
-	O
1	O
phase	O
(	O
UUU	O
AAA	O
).	O

Over	O
ten	O
cell	B-COMP
passages	O
,	O
however	O
,	O
we	O
found	O
no	O
significant	O
difference	O
in	O
frameshift	O
efficiency	O
between	O
the	O
cell	B-COMP
types	O
,	O
arguing	O
against	O
a	O
role	O
for	O
Q	O
in	O
frameshifting	O
.	O

TITLE	O
:	O
Retargeting	O
of	O
coronavirus	O
by	O
substitution	O
of	O
the	O
spike	O
glycoprotein	O
ectodomain	O
:	O
crossing	O
the	O
host	B-COMP
cell	I-COMP
species	O
barrier	O
.	O

ABSTRACT	O
:	O
Infection	O
of	O
C57BL	O
/	O
6	O
mice	O
with	O
mouse	O
hepatitis	O
virus	O
(	O
MHV	O
)	O
results	O
in	O
a	O
demyelinating	O
encephalomyelitis	O
characterized	O
by	O
mononuclear	O
cell	B-COMP
infiltration	O
and	O
white	O
matter	O
destruction	O
similar	O
to	O
the	O
pathology	O
of	O
the	O
human	O
demyelinating	O
disease	O
multiple	O
sclerosis	O
.	O

Here	O
we	O
demonstrate	O
that	O
incorporation	O
is	O
mediated	O
by	O
the	O
short	O
carboxy	O
-	O
terminal	O
segment	O
comprising	O
the	O
transmembrane	B-COMP
and	O
endodomain	O
.	O

Both	O
chimeric	O
S	O
proteins	O
appeared	O
to	O
cause	O
cell	B-COMP
fusion	O
when	O
expressed	O
individually	O
,	O
suggesting	O
that	O
they	O
were	O
biologically	O
fully	O
active	O
.	O

This	O
was	O
indeed	O
confirmed	O
by	O
incorporating	O
one	O
of	O
the	O
proteins	O
into	O
virions	B-COMP
which	O
thereby	O
acquired	O
a	O
new	O
host	B-COMP
cell	I-COMP
tropism	O
,	O
as	O
will	O
be	O
reported	O
elsewhere	O
.	O

In	O
four	O
of	O
the	O
HAD	O
mutants	O
a	O
nearby	O
antigenic	O
site	O
is	O
affected	O
in	O
addition	O
to	O
the	O
sialic	O
acid	O
binding	O
site	O
,	O
as	O
indicated	O
by	O
reactivity	O
with	O
monoclonal	O
antibodies	B-COMP
.	O

We	O
believe	O
that	O
the	O
efficacy	O
and	O
safety	O
of	O
chelation	O
therapy	O
in	O
severe	O
acute	O
iron	O
poisoning	O
may	O
be	O
improved	O
by	O
targeting	O
the	O
initial	O
high	O
levels	O
of	O
readily	O
chelatable	O
serum	B-COMP
iron	O
with	O
adequate	O
doses	O
of	O
desferrioxamine	O
without	O
prolonging	O
its	O
use	O
unnecessarily	O
.	O

Furthermore	O
,	O
MAb	O
showing	O
strong	O
neutralizing	O
activity	O
in	O
Felis	O
catus	O
whole	O
fetus	O
(	O
fcwf	O
-	O
4	O
)	O
cells	B-COMP
and	O
Crandell	O
feline	O
kidney	O
(	O
CrFK	O
)	O
cells	B-COMP
shows	O
strong	O
enhancing	O
activity	O
in	O
feline	O
macrophages	O
,	O
indicating	O
that	O
the	O
neutralizing	O
epitope	O
and	O
the	O
enhancing	O
epitope	O
are	O
closely	O
related	O
.	O

These	O
findings	O
indicated	O
that	O
the	O
FIPV	O
replication	O
mechanism	O
differs	O
between	O
feline	O
macrophages	O
and	O
CrFK	O
/	O
fcwf	O
-	O
4	O
cells	B-COMP
and	O
that	O
a	O
neutralizing	O
epitope	O
that	O
can	O
prevent	O
FIPV	O
infection	O
of	O
feline	O
macrophages	O
after	O
viral	O
absorption	O
is	O
present	O
on	O
M	O
protein	O
.	O

Accordingly	O
,	O
this	O
domain	O
of	O
the	O
protein	O
could	O
not	O
be	O
detected	O
on	O
the	O
outside	O
of	O
virions	B-COMP
but	O
appeared	O
to	O
be	O
inside	O
,	O
where	O
it	O
was	O
protected	O
from	O
proteolytic	O
degradation	O
.	O

The	O
results	O
lead	O
to	O
a	O
topological	O
model	O
in	O
which	O
the	O
polypeptide	O
is	O
buried	O
within	O
the	O
membrane	B-COMP
,	O
spanning	O
the	O
lipid	O
bilayer	O
once	O
,	O
possibly	O
twice	O
,	O
and	O
exposing	O
only	O
its	O
carboxy	O
-	O
terminal	O
domain	O
.	O

Second	O
,	O
to	O
determine	O
whether	O
the	O
volumes	O
of	O
blood	O
and	O
crystalloid	B-COMP
solutions	O
administered	O
in	O
the	O
early	O
posttrauma	O
period	O
are	O
independent	O
risk	O
factors	O
for	O
acute	O
lung	O
injury	O
in	O
severely	O
traumatized	O
patients	O
.	O

The	O
effect	O
of	O
cocaine	O
on	O
IFN	O
production	O
was	O
found	O
to	O
be	O
primarily	O
at	O
the	O
transcript	O
level	O
in	O
both	O
Mphi	O
and	O
L929	O
cells	B-COMP
.	O

Seven	O
of	O
the	O
MAbs	O
were	O
shown	O
by	O
sodium	O
dodecyl	O
sulfate	O
-	O
polyacrylamide	O
gel	O
electrophoresis	O
and	O
Western	O
blot	O
assay	O
to	O
be	O
reactive	O
with	O
the	O
BRV	O
outer	B-COMP
capsid	I-COMP
protein	O
,	O
VP7	O
,	O
which	O
has	O
a	O
molecular	O
mass	O
of	O
37	O
.	O
5	O
kDa	O
.	O

Monospecific	O
antibodies	B-COMP
directed	O
against	O
the	O
four	O
distinct	O
domains	O
detected	O
proteins	O
of	O
10	O
,	O
12	O
,	O
and	O
15	O
kDa	O
(	O
p1a	O
-	O
10	O
,	O
p1a	O
-	O
12	O
,	O
and	O
p1a	O
-	O
15	O
)	O
in	O
MHV	O
-	O
A59	O
-	O
infected	O
DBT	O
cells	B-COMP
,	O
in	O
addition	O
