TNF	B-PRGE
-	I-PRGE
alpha	I-PRGE
(	O
standardised	O
coefficient	O
beta	O
=	O
0	O
.	O
410	O
,	O
p	O
<	O
0	O
.	O
001	O
)	O
and	O
IL	B-PRGE
-	I-PRGE
1beta	I-PRGE
(	O
standardised	O
coefficient	O
beta	O
=	O
0	O
.	O
311	O
,	O
p	O
=	O
0	O
.	O
006	O
)	O
were	O
most	O
strongly	O
associated	O
with	O
the	O
degree	O
of	O
lung	O
injury	O
,	O
even	O
when	O
the	O
diagnostic	O
group	O
was	O
included	O
in	O
the	O
statistical	O
model	O
.	O

Using	O
targeted	O
RNA	O
recombination	O
,	O
we	O
constructed	O
a	O
mutant	O
of	O
the	O
coronavirus	O
mouse	O
hepatitis	O
virus	O
(	O
MHV	O
)	O
in	O
which	O
the	O
ectodomain	O
of	O
the	O
spike	O
glycoprotein	O
(	O
S	O
)	O
was	O
replaced	O
with	O
the	O
highly	O
divergent	O
ectodomain	O
of	O
the	O
S	B-PRGE
protein	I-PRGE
of	O
feline	O
infectious	O
peritonitis	O
virus	O
.	O

The	O
contributions	O
of	O
CD4	B-PRGE
(+)	O
and	O
CD8	B-PRGE
(+)	O
T	O
cells	O
in	O
the	O
pathogenesis	O
of	O
the	O
disease	O
were	O
investigated	O
.	O

These	O
processes	O
all	O
involve	O
RNA	O
-	O
protein	O
interactions	O
between	O
the	O
N	B-PRGE
protein	I-PRGE
and	O
viral	O
RNAs	O
.	O

Together	O
these	O
data	O
demonstrate	O
a	O
high	O
-	O
affinity	O
,	O
specific	O
interaction	O
between	O
the	O
N	B-PRGE
protein	I-PRGE
and	O
a	O
conserved	O
RNA	O
sequence	O
present	O
at	O
the	O
5	O
'-	O
ends	O
of	O
MHV	B-PRGE
mRNA	I-PRGE
.	O

Site	O
-	O
directed	O
mutagenesis	O
and	O
expression	O
studies	O
showed	O
that	O
a	O
previously	O
predicted	O
cleavage	O
site	O
(	O
Q	O
(	O
2583	O
)-	O
G	O
(	O
2584	O
))	O
located	O
within	O
the	O
41	B-PRGE
-	I-PRGE
kDa	I-PRGE
protein	I-PRGE
-	I-PRGE
encoding	I-PRGE
region	I-PRGE
was	O
not	O
utilized	O
by	O
3CLP	O
,	O
supporting	O
the	O
conclusion	O
that	O
the	O
41	B-PRGE
-	I-PRGE
kDa	I-PRGE
protein	I-PRGE
is	O
a	O
mature	O
viral	O
product	O
.	O

In	O
contrast	O
to	O
the	O
parental	O
virus	O
,	O
the	O
mutants	O
were	O
unable	O
to	O
bind	O
to	O
porcine	B-PRGE
submandibulary	I-PRGE
mucin	I-PRGE
,	O
a	O
substrate	O
rich	O
in	O
sialic	O
acid	O
.	O

These	O
findings	O
indicated	O
that	O
the	O
